PostId,TypeId,IsBest,Score,API,Sentences
132895,1,0,1,javax.xml.bind.JAXB,I know that the XJC in JAXB 2 supports DTD but it is considered experimental.
133993,1,0,4,javax.xml.bind.JAXB,"The webapp uses JAXB 2, but Oracle 10g ships with JAXB 1, and this was causing errors."
133993,1,0,4,javax.xml.bind.JAXB,"To get around those we configured Oracle to prefer classes in our webapp, but now we are getting the above error when attempting to instantiate a JAXB context."
133993,1,0,4,javax.xml.bind.JAXB,(This is a follow-on from an earlier question regarding 10g and JAXB 2.)
226609,2,0,0,javax.xml.bind.JAXB,Can you just update the JAXB jar under the app server's lib folder?
148243,2,0,0,javax.xml.bind.JAXB,For generated objects (JAXB etc.)
153891,2,0,0,javax.xml.bind.JAXB,It uses the JAXB API so you should only have to add it to your classpath and change your imports.
1859394,2,0,1,javax.xml.bind.JAXB,"One is cactus' webxmlmerge ant task, which uses org.codehaus.cargo.module.webapp.WebXmlMerger  Another would be to use JAXB to manipulate the web.xml; Sebastien Dionne's dtd-schemas-generator demo does this."
167971,2,1,5,javax.xml.bind.JAXB,"In doing this, JAXB ueses reflection to create a new class."
193723,2,0,1,javax.xml.bind.JAXB,And my last hint regarding CXF - use Aegis for data binding instead of JAXB.
196314,2,0,2,javax.xml.bind.JAXB,And my last hint regarding CXF - use Aegis for data binding instead of JAXB.
196314,2,0,2,javax.xml.bind.JAXB,"In my experience we have no problem with complex POJO and JAXB, the only problem is that the code starts to be cluttered with JAXBElements."
194086,1,0,1,javax.xml.bind.JAXB,I'm reading XML data from the HttpServletRequest in my servlets doPost() and passing the Reader from req.getReader() to a JAXB unmarshaller.
195639,1,0,0,javax.xml.bind.JAXB,Here are the libraries I really like (but that apparently doesn't work with 1.4 or doesn't support constructors - you gotta have setters): RE-JAXB (or Really Easy Java XML Bindings) http://jvalentino.blogspot.com/2008/07/in-response-to-easiest-java-xml-binding.html  http://sourceforge.net/projects/rejaxb/ Seamlessy binds this: code.
2872633,2,0,0,javax.xml.bind.JAXB,You can convert XML to POJO using Castor or JAXB libs.
205749,1,0,17,javax.xml.bind.JAXB,"JAXB, Castor, and XMLBeans are some of the available choices."
206125,2,0,1,javax.xml.bind.JAXB,"In current projects, I've used 1) JAXB -- standards based, Reference implementation available, command line and ant tools available."
206125,2,0,1,javax.xml.bind.JAXB,Is not as fast and standards compliant as JAXB latest.
206213,2,0,11,javax.xml.bind.JAXB,JAXB is the standard for XML binding.
479054,2,0,1,javax.xml.bind.JAXB,"JAXB v2 good for data binding, Stax (Woodstox) best for streaming."
220538,2,1,9,javax.xml.bind.JAXB,"notable(well tested over the years) ones 1) jdk xml parser -- dom, sax, stax 2) xerces : from apache 3) XOM -- if DOM doesn't work for you 4) JDOM -- one of the earlier popular open source tool 5) JAXB -- built into the JDK 6 now 6) woodstox -- nice xml processor(read/write) -- http://woodstox.codehaus.org/"
221763,2,0,60,javax.xml.bind.JAXB,The nice thing is if you implement your RESTful resources using JAX-RS then the Jersey client can reuse the entity providers such as for JAXB/XML/JSON/Atom and so forth - so you can reuse the same objects on the server side as you use on the client side unit test.
221763,2,0,60,javax.xml.bind.JAXB,For example here is a unit test case from the Apache Camel project which looks up XML payloads from a RESTful resource (using the JAXB object Endpoints).
237774,2,0,2,javax.xml.bind.JAXB,"Finally, as others have mentioned, if you could, it's a good idea to consider an XML marshalling library (e.g., JAXB, Castor, JIBX, XMLBeans, XStream to name a few)."
239265,1,0,1,javax.xml.bind.JAXB,JAXB or StAX Message Limits.
239265,1,0,1,javax.xml.bind.JAXB,"I'm current developing a WebService in a Bea Websphere 6.1 environment with Axis 2 implementation, I'm trying to respect the current standards for Web Services (JAXB, JAXWS, StAX...)."
239280,1,0,30,javax.xml.bind.JAXB,"Finally, we also tried JAXB but this impose our users to annotate their classes."
244028,2,0,1,javax.xml.bind.JAXB,using JAXB) or if you want to let folks use XSDs in their editors / IDE to get smart completion
1266732,2,0,0,javax.xml.bind.JAXB,Preon aims to be to binary encoded data what Hibernate is to relational databases and JAXB to XML.
245095,2,0,0,javax.xml.bind.JAXB,Have you looked into JAXB?
640951,2,0,0,javax.xml.bind.JAXB,"I'll second suggestion to use JAXB, or possibly XStream (former is faster, latter has more focus on object serialization part)."
246134,1,0,5,javax.xml.bind.JAXB,"From different books and tutorials I have read about: JAX-WS, JAXB, JAXM, JAXR, JAX-RPC, Axis ans so on."
246168,2,0,2,javax.xml.bind.JAXB,"Because we have quite heavy investment in Spring, we use Spring-WS with JAXB."
882329,2,1,11,javax.xml.bind.JAXB,"JAX-WS, JAXB, JAXM, JAXR, JAX-RPC are XML and Web service related APIs while Axis 1 and 2 are implementations of zero, one, or more of these APIs depending on the version."
882329,2,1,11,javax.xml.bind.JAXB,A maintenance release followed in October 2003 providing better integration with JAXB 1.0 as well as better support for doc/literal.
882329,2,1,11,javax.xml.bind.JAXB,"The next version of the spec was renamed from JAX-RPC 2.0 to JAX-WS 2.0 and is being developed as JSR-224; this release will address a number of additional requirements in the area, and will increase the synergy between the JAXB and JAX-WS specifications."
7422757,2,0,1,javax.xml.bind.JAXB,JAXB uses this instead of Service Loaders.
261603,1,0,5,javax.xml.bind.JAXB,I am trying to weigh up whether to use an automatic binding program (like the one supplied in JAXB or JiBX) or whether to manually write my own classes and use something like XStream for marshalling/unmarshalling.
261603,1,0,5,javax.xml.bind.JAXB,"For example, if I use JAXB's binding compiler to create the classes, do I have to use JAXB for all marshalling/unmarshalling?"
261687,2,1,12,javax.xml.bind.JAXB,"Looking at that list it is pretty easy to say ""that's what JAXB does for me""."
261687,2,1,12,javax.xml.bind.JAXB,"Having done for this for a number of years I would say that JAXB saves you quite a bit of time and effort, especially the latest iteration of JAXB in Java 5/6."
261687,2,1,12,javax.xml.bind.JAXB,But if you go with JAXB there is one lesson we've learned the hard way that I would like to pass along: *** Do not to let the JAXB generated classes leak into your application.
261687,2,1,12,javax.xml.bind.JAXB,"As you said in your question, this ties your entire application to the way JAXB does thing."
261687,2,1,12,javax.xml.bind.JAXB,"If JAXB has to be replaced (there are a number of reason why you might do that in the future) then you will be faced with a challenging and painful task (trust me, we've done it and we'll never get into that position again)."
261687,2,1,12,javax.xml.bind.JAXB,"Now we always hide our JAXB generated classes behind a facade or a factory, mapping from the JAXB classes to our own domain POJOs that have the required behavior."
261687,2,1,12,javax.xml.bind.JAXB,"We think of JAXB as we do JDBC; JAXB is just another data source, another way of getting data to and from our domain POJOs."
261687,2,1,12,javax.xml.bind.JAXB,JAXB is just a tool for marshalling and unmarshalling.
262784,2,1,6,javax.xml.bind.JAXB,I believe this can be achieved via JAXB using it's annotations.
262784,2,1,6,javax.xml.bind.JAXB,I've usually found it much easier to generate Objects from JAXB ( as defined in your schema) using XJC than to map an existing Java object to match my schema.
531866,2,0,0,javax.xml.bind.JAXB,I would say JAXB or Castor.
531866,2,0,0,javax.xml.bind.JAXB,"I have found Castor to be easier to use and more reliable, but JAXB is the standard"
337046,2,0,2,javax.xml.bind.JAXB,JAXB can automatically create classes based on an XML Schema (assuming you have one for the XML source).
337046,2,0,2,javax.xml.bind.JAXB,"If I understand your task correctly, this is pretty much the use-case JAXB was designed for (though it can do other things too)."
3196897,2,0,0,javax.xml.bind.JAXB,"EclipseLink JAXB (MOXy) has extensions for mapping JPA entities to XML (JPA entities have things like embedded ID classes, lazy loading, and compound key relationships that need special handling), I'm not aware of any other OXM solution that does this."
263867,2,1,0,javax.xml.bind.JAXB,"Another option would be to use JAXB to generate Java objects, and use Hibernate to create a schema based on the class hierarchy."
266621,1,0,2,javax.xml.bind.JAXB,My question is does JAXB support unmarshalling soap responses with multiRef elements?
1111826,2,0,0,javax.xml.bind.JAXB,JAXB is suitable for Document style webservices.
1111826,2,0,0,javax.xml.bind.JAXB,"In order to consume an RPC style service, do not use any external binding like JAXB, JIBX or use plain JAX-RPC ,  wsdl2java Ant task is available to generate the stubs, and specify  nobinding option."
336709,2,0,1,javax.xml.bind.JAXB,"In case of web services JAXB doesn't come alone, but as data binding part of ws client framework."
336709,2,0,1,javax.xml.bind.JAXB,So I assume your question is how to use JAXB as data binding within axis 1.4.
336709,2,0,1,javax.xml.bind.JAXB,"In general I think there is no easy way to achieve that, have a look at the following thread in axis-user mailing list: Specify JAXB generated complex types to Axis web service."
3681472,2,0,1,javax.xml.bind.JAXB,"Probably because you like JAXB (as opposed to XML Beans), or you are already using docx4j for docx or pptx, and need to be able to do some stuff with xlsx as well."
270299,2,0,2,javax.xml.bind.JAXB,"If you wanted to get fancy, you could use JAXB to serialize to XML instead of binary files."
2210180,2,0,1,javax.xml.bind.JAXB,"Today I was reading a tutorial on JAXB 1, and tried compiling the example using JAXB 2.1 (as included in JavaSE 6)."
2210180,2,0,1,javax.xml.bind.JAXB,"The elements in the XSD used unnamed types, such as:                                                       For what I see, JAXB 1.0 generated a Logging class and a LoggingType class (referring to the unnamed type of the logging element), while JAXB 2 generates just a Logging class."
277502,1,0,39,javax.xml.bind.JAXB,JAXB: How to ignore namespace during unmarshalling XML document?
277502,1,0,39,javax.xml.bind.JAXB,What's the simplest way to ignore namespace during JAXB unmarshalling (XML -> object)?
277512,2,1,12,javax.xml.bind.JAXB,That means:  Define a ContentHandler interface with a new class which will intercept SAX events before JAXB can get them.
2148541,2,0,67,javax.xml.bind.JAXB,It also shows how to output a JAXB element without the namespace present.
2148541,2,0,67,javax.xml.bind.JAXB,"To use this filter to output XML from a JAXB object, have a look at the code below."
326140,2,0,1,javax.xml.bind.JAXB,Another way to add a default namespace to an XML Document before feeding it to JAXB is to use JDom:  Parse XML to a Document Iterate through and set namespace on all Elements Unmarshall using a JDOMSource  Like this: code.
282061,1,0,0,javax.xml.bind.JAXB,"I've since written a far simpler and more elegant restful API using JAXB, with parts of the old one in mind, ie different schema, but some of the elements are identical."
292058,2,0,22,javax.xml.bind.JAXB,See the following:  JAX-WS 2.1 and JAXB 2.1 is available in JDK 6 Update 4 release Getting Started with JAX-WS Web Services (tutorial to use the JDK built-in JAX-WS for deploying and consuming a web service)
298733,1,0,33,javax.xml.bind.JAXB,"java.util.List is an interface, and JAXB can't handle interfaces."
1119241,2,0,8,javax.xml.bind.JAXB,JAXB can certainly figure out what that is and you should be able to immediatly use it client side.
298914,2,1,20,javax.xml.bind.JAXB,"In my understanding, you will not be able to process a plain List via JAXB, as JAXB has no idea how to transform that into XML."
298914,2,1,20,javax.xml.bind.JAXB,"Instead, you will need to define a JAXB type which holds a List<RelationCanonical> (I'll call it Type1), and another one to hold a list of those types, in turn (as you're dealing with a List<List<...>>; I'll call this type Type2)."
298914,2,1,20,javax.xml.bind.JAXB,"Without the two enclosing JAXB-annotated types, the JAXB processor has no idea what markup to generate, and thus fails."
298914,2,1,20,javax.xml.bind.JAXB,You should also check out the JAXB section in the J5EE tutorial and the Unofficial JAXB Guide.
11144419,2,0,1,javax.xml.bind.JAXB,"The best I was able to come up with is to use a JAXB implementation, which will marshall/unmarshal objects to xml and then I used Dozer (http://dozer.sourceforge.net/documentation/mapbackedproperty.html) to map the xpaths which were keys in a map to the JAXB object method setters."
307624,2,0,1,javax.xml.bind.JAXB,JAXB works fantastic for generating classes from xsd.
307624,2,0,1,javax.xml.bind.JAXB,"You can use Ibatis to feed data and automatically create classes, then use JAXB to marshal the classes into an XML file!"
307637,2,0,8,javax.xml.bind.JAXB,Look at pyXSD for Python tools that are similar to JAXB.
313600,2,0,1,javax.xml.bind.JAXB,"C# was the server side, and we used the Microsoft 'xsd' tool to generate the XSD schema for the objects and then used JAXB on the java side to generate java code to parse and hold the same objects."
333565,2,0,0,javax.xml.bind.JAXB,JAX-WS uses the JAXB standard for binding and you don't need a single extra jar for the client.
335156,1,0,4,javax.xml.bind.JAXB,"Which one is better for schema to code generation, XMLBeans or JAXB?"
335156,1,0,4,javax.xml.bind.JAXB,Want to use a library for XML schema to code generation and wanted to know if people have a preference between XMLBeans and JAXB.
4972648,2,0,1,javax.xml.bind.JAXB,"Usually, business objects are too coarse grained so some mapping will have to be implemented anyways for both XmlBeans and JAXB using DTO assemblers or mapping frameworks."
4972648,2,0,1,javax.xml.bind.JAXB,"JAXB offers marshalling time validation and is better integrated with infrastructure, but I think XmlBeans advantages are stronger than JAXB advantages"
335755,2,0,1,javax.xml.bind.JAXB,"+1 for Joachim's answer, and to add one of my favorite features, JAXB 2.0 creates Java enums from restricted simple types."
2343327,2,0,0,javax.xml.bind.JAXB,"JAXB can only compile schemas, not generate them."
350179,2,0,1,javax.xml.bind.JAXB,"Another benefit to JAXB is that since you're working with POJOs, you can feel comfortable using them as first-class domain objects, and use them throughout your application stack."
335355,2,0,10,javax.xml.bind.JAXB,My personal preference would be JAXB.
335355,2,0,10,javax.xml.bind.JAXB,Some other thoughts in no particular oder are:  From Java 6 on JAXB is bundled with the JDK - so it is available out of the box.
335355,2,0,10,javax.xml.bind.JAXB,"JAXB works with annotated Java (POJO like) classes - XMLBeans generated interfaces and no classes JAXB allows to annotate Java classes to use them for marshalling and unmarshalling or you can start with a XML Schema, generate the Java classes and then fo into un-/marshalling XMLBeans allows only to start with a XML Schema, generates interfaces and then use this for un-/marshalling"
335444,2,0,1,javax.xml.bind.JAXB,"Please use Commons-Digester, JAXP (bundled with Java 5+) or JAXB (bundled with Java 6+) as it will save you from a boatload of hurt."
454852,2,0,0,javax.xml.bind.JAXB,Could be an issue with JAXB not having the correct version.
454852,2,0,0,javax.xml.bind.JAXB,Must be JAXB 2.1 or newer.
343669,1,0,14,javax.xml.bind.JAXB,"How to let JAXB render boolean as 0 and 1, not true and false."
343669,1,0,14,javax.xml.bind.JAXB,"Does anyone know how to let JAXB (marshall) render boolean fields as 1 and 0 instead of printing out ""true"" and ""false""?"
344111,2,0,6,javax.xml.bind.JAXB,JAXB provides a flexible way to customize your bindings.
343693,2,0,0,javax.xml.bind.JAXB,You can write a pair of parser/writers and define the property mapping in binding JAXB XML.
343706,2,0,1,javax.xml.bind.JAXB,There are some examples in the JAXB users guide.
359315,1,0,10,javax.xml.bind.JAXB,How to configure JAXB so it trims whitespaces when unmarshalling tag value?
359315,1,0,10,javax.xml.bind.JAXB,How to configure JAXB unmarshaller so it will trim leading and trailing whitespaces from  strings?
359315,1,0,10,javax.xml.bind.JAXB,For instance let's consider a simple binding between a Java bean and XML using JAXB annotations: code.
359675,1,0,10,javax.xml.bind.JAXB,"No example code provided  Progress I looked at question Rest clients for Java?, but the automated solutions there assume you are providing both the server and the client, with JAXB invoked on POJOs to generate a schema and a REST API."
359675,1,0,10,javax.xml.bind.JAXB,"Should I attempt to generate those POJOs by hand, with JAXB annotations?"
597248,2,0,3,javax.xml.bind.JAXB,"I would suggest writing beans by hand, and only annotating with JAXB annotations if you have to."
597248,2,0,3,javax.xml.bind.JAXB,"Alternatively you can of course write schema by hand, generate beans using JAXB, if you like W3C Schema a lot."
597248,2,0,3,javax.xml.bind.JAXB,"And if you must auto-detect type from content, consider using Stax parser to see what the root element, and then bind using JAXB Unmarshaller, handing XMLStreamReader that points to that root element."
371705,1,0,12,javax.xml.bind.JAXB,Java JAXB Pros/Cons and Documentation.
371705,1,0,12,javax.xml.bind.JAXB,I have just got started on a Java project where we are using JAXB to de-serializing an incoming XML string (from Jetty Server).
371705,1,0,12,javax.xml.bind.JAXB,The project is only using JAXB for this situation.
371705,1,0,12,javax.xml.bind.JAXB,What are the alternatives to JAXB?
371705,1,0,12,javax.xml.bind.JAXB,"What are pros/cons of JAXB to these alternatives I have done some googling and found lots of reference material, but is there a definitive source that is the goto place for JAXB questions or do people just see what people are doing and interpret from there."
372049,2,0,3,javax.xml.bind.JAXB,I have been using JAXB for a few projects.
372049,2,0,3,javax.xml.bind.JAXB,It handles all of the JAXB binding stuff for you and you just work with an object.
372049,2,0,3,javax.xml.bind.JAXB,I've been pretty happy with JAXB through CXF for both REST style and SOAP web services.
374655,2,0,4,javax.xml.bind.JAXB,XML Bean comes to mind (http://xmlbeans.apache.org/) One of the PROS about JAXB is that it now comes bundle in with JDK6.
374655,2,0,4,javax.xml.bind.JAXB,We are currently converting all our XML Bean implementation to use JAXB 2.
372611,2,0,0,javax.xml.bind.JAXB,For alternatives to JAXB you might want to check out XFire (http://xfire.codehaus.org/) or Axis2 (http://ws.apache.org/axis2/).
968674,2,0,0,javax.xml.bind.JAXB,It is better than JAXB in case of xml binding.
16810491,2,0,0,javax.xml.bind.JAXB,One big drawback of JAXB (if using annotations in transfer objects) is that Android does not support JAXB annotations (classes unknown) and you cannot add them manually.
16810491,2,0,0,javax.xml.bind.JAXB,Also see Using JAXB with Google Android
374302,1,0,6,javax.xml.bind.JAXB,"(These are actually JAXB mapped Java-Representations of XML documents that, say, represent an incoming order document.)"
377865,1,0,3,javax.xml.bind.JAXB,"Given that the actual object unmarshalling went fine, is it even physically possible for JAXB to leave ElementNSImpl objects inside of nested collections?"
377865,1,0,3,javax.xml.bind.JAXB,Runtime environment:  JAXB 2.1 OSGi Spring DM The JAXBContext is initialised with the ClassLoader of the bundle containing the classes to be marshalled/unmarshalled
413597,1,0,5,javax.xml.bind.JAXB,The only one I'm aware of is JAXB.
413712,2,1,6,javax.xml.bind.JAXB,"If you're calling a web-service with a WSDL, JAXB is absolutely the best option."
413712,2,1,6,javax.xml.bind.JAXB,I don't think JAXB 2.0 will be possible on Java 1.4.
413712,2,1,6,javax.xml.bind.JAXB,This will generate similar stubs to JAXB.
3204497,2,0,9,javax.xml.bind.JAXB,"JAXB is the best choice:  Public API included in Java SE 6 Binding layer for JAX-WS (Web Services) Binding layer for JAX-RS (Rest) Can preserve XML Infoset Multiple implementations:  Metro, MOXy, JaxMe, etc  EclipseLink JAXB (MOXy) is the best implementation: MOXy is a JAXB implementation with Extensions MOXy has an external configuration file (based on JAXB annotations with extensions):  http://bdoughan.blogspot.com/2010/12/extending-jaxb-representing-annotations.html http://wiki.eclipse.org/EclipseLink/Examples/MOXy/EclipseLink-OXM.XML  Has XPath based mapping, for deep mapping:  http://bdoughan.blogspot.com/2010/07/xpath-based-mapping.html http://bdoughan.blogspot.com/2011/03/map-to-element-based-on-attribute-value.html http://bdoughan.blogspot.com/2010/09/xpath-based-mapping-geocode-example.html  Designed to handle ORM mapped objects, including support for bidirectional relationships:  http://wiki.eclipse.org/EclipseLink/Examples/MOXy/JPA http://bdoughan.blogspot.com/2010/07/jpa-entities-to-xml-bidirectional.html"
420533,1,0,2,javax.xml.bind.JAXB,How do I ensure Schema Extensibility using JAXB.
420533,1,0,2,javax.xml.bind.JAXB,"If I am using JAXB as part of Metro Web Services under Glassfish v2, how do tell JAXB to add:  code."
420533,1,0,2,javax.xml.bind.JAXB,JAXB documentation seems somewhat lacking.
424898,2,0,1,javax.xml.bind.JAXB,JAXB by default will then generate xsd:any.
424898,2,0,1,javax.xml.bind.JAXB,I imaging there will be something similar for xsd:anyAttribute - perhaps using Object return type and the XmlAttribute JAXB annotation?
424898,2,0,1,javax.xml.bind.JAXB,Both are part of the JAXB 2.0 spec.
424100,2,1,1,javax.xml.bind.JAXB,I would recommend using a serialization utility like JAXB or XStream to serialize the file model directly but I leave you here a small sample that builds the document from scratch.
432206,2,0,1,javax.xml.bind.JAXB,Far more palatable than typical JAXB output.
428098,2,0,4,javax.xml.bind.JAXB,Look into JAXB.
431093,2,0,4,javax.xml.bind.JAXB,JAXB is simple to use and is included in Java 6 SE.
431093,2,0,4,javax.xml.bind.JAXB,"With JAXB, or other XML data binding such as Simple, you don't have to handle the XML yourself, most of the work is done by the library."
439629,1,0,0,javax.xml.bind.JAXB,JAXB XmlID and XmlIDREF annotations (Schema to Java).
439629,1,0,0,javax.xml.bind.JAXB,I am using the @XmlID and @XmlIDREF JAXB annotations to maintain referential integrity of my object graph during marshalling/unmarshalling.
439629,1,0,0,javax.xml.bind.JAXB,Is there any way that I can customise the JAXB bindings such that the types of references are either java.lang.String (to match the ID of the referenced type) or the same as the referenced type itself?
442644,2,1,0,javax.xml.bind.JAXB,It's not possible for JAXB to generate code with the correct types for the IDREFs because the schema can't specify the types of references and there may be IDREF's pointing to different complex types.
442644,2,1,0,javax.xml.bind.JAXB,How would JAXB know what are the types of the references?
2607465,2,0,1,javax.xml.bind.JAXB,Use the inline JAXB bindings to indicate the type to be used.
2607465,2,0,1,javax.xml.bind.JAXB,Then JAXB generated code will have correct type.
2607465,2,0,1,javax.xml.bind.JAXB,Also note that you have to declare the jaxb namespace and JAXB version in the schema element.
442613,2,0,0,javax.xml.bind.JAXB,"A good start, but ideally JAXB would generate properties of the same type as the element being referenced."
441015,2,0,1,javax.xml.bind.JAXB,"We use JAXB bindings (annotations) to map between the XML and our model POJOs, and specify a JAXB provider to JAX-RS so it knows how."
441015,2,0,1,javax.xml.bind.JAXB,"Update: for Restlet, the JAXB extension might be what you need."
443356,1,0,1,javax.xml.bind.JAXB,"I've tried running a test using JAXB's XJC tool, but it doesn't produce anything terribly useful."
443391,2,0,1,javax.xml.bind.JAXB,You could try XMLBeans instead of JAXB API.
450907,2,0,3,javax.xml.bind.JAXB,"Compared with other object to XML technologies such as JAXB, XStream, Castor, which are dependant on a whole host of other projects Simple XML is very lightweight and memory efficient."
450925,2,0,6,javax.xml.bind.JAXB,"If that is the case, you should look at JAXB (Java's XML Binding) that is part of Java 6 and later."
460804,1,0,4,javax.xml.bind.JAXB,"The original release of Java 6 came with JAXB 2, but I have been told that 'later' Java 6 releases ship with JAXB 2.1."
460804,1,0,4,javax.xml.bind.JAXB,Does anyone know what the first version of Java 6 to ship with JAXB 2.1 was?
471601,2,1,5,javax.xml.bind.JAXB,Apparently Java 6 Update 4 was the first version to ship with JAXB 2.1 (source).
735063,2,0,0,javax.xml.bind.JAXB,"JAXB gets periodically integrated into latest JDK releases, so, using the latest JDK implies using the latest (stable) JAXB version."
735063,2,0,0,javax.xml.bind.JAXB,"I suppose a possible JAXB 3.0 wouldn't make it into JDK 6, same as JAXB 2.0 hasn't made it into JDK 5."
13273981,2,0,2,javax.xml.bind.JAXB,"Following on @Kire Haglin's answer, a further example of generics methods can be seen in the documentation for JAXB unmarshalling: code."
13273981,2,0,2,javax.xml.bind.JAXB,This allows unmarshal to return a document of an arbitrary JAXB content tree type.
462786,1,0,1,javax.xml.bind.JAXB,"It seems to me like I need to write either a JAX-WS mapping file or a JAXB mapping file to do this, but I feel like I'm being stonewalled by a ton of specifications I haven't read."
2054226,2,1,330,javax.xml.bind.JAXB,"As of v6, Java SE ships with JAXB."
469739,2,0,90,javax.xml.bind.JAXB,"EDIT 2: As amir75 points out below, Java 6+ ships with JAXB, which contains supported code to encode/decode Base64."
470001,1,0,9,javax.xml.bind.JAXB,JAXB Documentation Annotation.
470001,1,0,9,javax.xml.bind.JAXB,I have the following java class with the JAXB @XMLRootElement annotation code.
470001,1,0,9,javax.xml.bind.JAXB,Is it possible to use a JAXB annotation so that the documentation details on the address1 field will be included as a xs:annotation/xs:documentention element in my final schema?
472354,2,1,3,javax.xml.bind.JAXB,Simple answer: no it's not possible with builtin JAXB.
16384039,2,0,3,javax.xml.bind.JAXB,"This creates a schema/validator, then uses JAXB to create an unmarshaller to create a POJO from the XML file, then uses spring # annotation to inject property values by quering the POJO: code."
483281,1,0,2,javax.xml.bind.JAXB,Creating a custom JAXB annotation.
483281,1,0,2,javax.xml.bind.JAXB,Do people have any recommendations on how i could write my own custom JAXB annotation handling class to support the generation of xs:annotation/xs:documentation elements in the xsd schema?.
483281,1,0,2,javax.xml.bind.JAXB,I'd then make these classes available to the JAXB schema generator via the classpath.
20750439,2,0,1,javax.xml.bind.JAXB,Use JAXB.
501371,2,0,5,javax.xml.bind.JAXB,"Alternatives to the already mentioned solutions (XStream and Apache Commons Digester) would be Java's own JAXB for a comparable general approach, or solutions more tailored towards configuration like Apache Commons Configuration or Java's Preferences API."
506317,1,0,4,javax.xml.bind.JAXB,I am using JAXB to generate a model in java from a DTD.
506317,1,0,4,javax.xml.bind.JAXB,I am using JAXB to marhall the data from the Java model to the XML.
512337,1,0,0,javax.xml.bind.JAXB,Custom serialization in JAXB.
512337,1,0,0,javax.xml.bind.JAXB,"Is there a way to customize XML serialization in JAXB, in the same way that it's possible using IXmlSerializable in .NET?"
526621,2,0,1,javax.xml.bind.JAXB,"I tend to use JAXB by first creating a schema (xsd) and then generating the Java source, which I NEVER modify."
526621,2,0,1,javax.xml.bind.JAXB,"I realized that JAXB can't be used the other way, by annotating source, buy I can't speak to that way since I don't use it."
527683,2,0,3,javax.xml.bind.JAXB,"The idea of the following code is to create a generic serializable reference to the data you want to serialize, which maintains a JAXB java type adapter to perform the serialization programmatically, and a string field that stores the resulting XML."
513449,2,0,1,javax.xml.bind.JAXB,consider using plain JAXB annotations that come with the JDK: code.
