PostId,TypeId,IsBest,Score,API,Sentences
30026979,2,0,1,java.util.HashMap,"HashMap does not maintains insertion order, hence does not maintains any doubly linked list."
3515905,2,0,3,java.util.HashMap,"The problem is, a HashMap is not sorted like a list."
3515952,2,1,2,java.util.HashMap,"HashMap doesn't have a particular order, ArrayList (as any other List) does."
3538092,2,0,13,java.util.HashMap,"HashMap doesn't have 'Last position', as it is not sorted."
3542234,2,1,22,java.util.HashMap,"Unfortunately the standard collection implementations such as HashMap do not have static factory methods as of release 1.6, but you can put these methods in your own utility class."
3560851,2,1,2,java.util.HashMap,"Similarly, HashMap isn't synchronized and Hashtable is, so using the former might be faster too."
3570441,2,0,0,java.util.HashMap,This is the property of HashMap where elements are not iterated in the same order in which they were inserted as HashMap does not insert elements in order.
3626788,2,0,4,java.util.HashMap,"By the way, HashMap doesn't throw exceptions for missing keys, it returns null instead."
3665456,2,0,0,java.util.HashMap,HashMap doesn't check compareTo(); HashMap checks hashCode() and equals().
3771413,2,0,5,java.util.HashMap,"Don't use a HashMap with enums, this is what an EnumMap was designed for."
3926685,2,0,3,java.util.HashMap,"Remember that putting an object into a HashMap doesn't make a copy of the Object, it just stores a reference to it, so the cost in time and memory is quite small."
3942495,2,0,0,java.util.HashMap,You need to store  a copy of each word encountered the count for each  A HashMap really won't store much more than that!
4034211,2,1,7,java.util.HashMap,"java.util.HashMap is not threadsafe, and if accessed concurrently by multiple threads, one particular mode of failure is an infinite loop within a particular bucket."
4085125,2,0,4,java.util.HashMap,"Java has structures for collections of key/value pairs (Map), but the implementation TreeMap and HashMap do not keep the insertion order of the keys."
4237253,2,0,1,java.util.HashMap,HashMap doesn't guarantee any ordering.
4237311,2,0,6,java.util.HashMap,Please note that HashMap doesn't guarantee any order for its elements.
4326644,2,0,0,java.util.HashMap,"as an example, HashMap is not thread-safe."
27347338,2,0,0,java.util.HashMap,"At this point, the HashMap did not allow dublicating the key and map1.size() will return 1."
27347338,2,0,0,java.util.HashMap,The explanation is that with the first map I created the object arr once and tried to add the same object 3 times which HashMap does not allow by default so only the last usage will be considered.
7981662,2,0,15,java.util.HashMap,"Open JSONObject.java file, it uses internally HashMap which doesn't maintain the order."
4644264,2,1,3,java.util.HashMap,"and  wordsAndDates.get(""a"") return 1 If not you shouldn't use HashMap because it overrides previous value."
4697062,2,0,4,java.util.HashMap,HashMap doesn't guarantee insertion order.
4737447,2,0,1,java.util.HashMap,a HashMap may not be the easiest to work with.
4761654,2,0,1,java.util.HashMap,"PS If you are building the map at a server and doing the filtering somewhere else (at a client) and need to transport the Dictionary, HashMap won't do - it cannot be serialized."
5169137,2,0,0,java.util.HashMap,As long as the initialization is complete before reading starts there is no reason why all the contents of the HashMap would not be visible to every thread.
5209696,2,0,5,java.util.HashMap,"The main difference is that TreeMap is a SortedMap, and HashMap is not."
5219129,2,1,1,java.util.HashMap,"A HashMap is not ordered, and a TreeMap is ordered by key, not by value, so it won't help."
5237160,2,0,2,java.util.HashMap,"These buckets are not ordered in a way that makes sense outside the HashMap interface and as such, the items you put into the HashMap are not in order in the sense that you would expect with the other data structures"
5324599,2,0,0,java.util.HashMap,That is because HashMap doesn't keep the keys in the same order you add them.
5418714,2,0,2,java.util.HashMap,Note that a HashMap does not maintain the order of its elements.
5438955,2,0,2,java.util.HashMap,"A HashMap does not in any way try to save space by ""reusing"" the value elements (that would require it to compare each added value to all the existing ones, which would be very expensive - after all, it is only the keys that are hashed for quick lookup)."
5448244,2,1,1,java.util.HashMap,"You are probably doing it wrong... First, a HashMap can't store ints, it needs proper objects - like Integer  – An array is an object, although it's hidden behind some syntactic sugar."
5566842,2,0,1,java.util.HashMap,"here jsf will search for getters/setters of the field elements in java.util.HashMap which doesn't exist, and so the error"
5620101,2,0,0,java.util.HashMap,"Yes, HashMap is not synchronized so inserting elements from concurrent threads yields undefined results."
7514752,2,0,1,java.util.HashMap,If two objects are same then HashMap will not add that key instead it will replace the old value by new one.
5656646,2,0,1,java.util.HashMap,I wouldn't use HashMap if you need to be concerned about threading issues.
5730234,2,0,3,java.util.HashMap,"However, a HashMap will not require unique hashing, it will simply handle the collisions when they occur."
5769150,2,0,2,java.util.HashMap,If you use java.util.Properties the key-value pairs are stored in a Hashmap which doesn't maintain any order no matter how you insert sorted values in a HashMap.
5855975,2,0,4,java.util.HashMap,"The problem you have is that you cannot return a HashMap as it doesn't keep the order, adn you cannot return a TreeMap because it will sort the keys for you making anything else you redundant."
5927924,2,0,0,java.util.HashMap,HashMap is not ordered.
5960246,2,1,2,java.util.HashMap,"With XSSF, the iterator you get back is taken from a TreeMap (it's the values iterator), so I wouldn't expect a HashMap iterator but I would expect a java.util one That makes me think that you're possibly not using the same version of POI in both places See the POI FAQ for how to check which jar file you're using for POI"
5993833,2,0,4,java.util.HashMap,Your check sum cannot depend on the order of entries as HashMap is not ordered.
6078240,2,1,11,java.util.HashMap,(It compiles fine because these methods are both virtual and inherited in all objects as they are part of Object: HashMap can't enforce this at compile-time.)
6105845,2,1,7,java.util.HashMap,"HashMap is not thread safe, but is faster."
6141370,2,1,4,java.util.HashMap,"You need to override equals and hashCode - HashMap doesn't use compareTo, which is meant for sorting."
16194915,2,0,0,java.util.HashMap,"I think that maybe the interviewer was interested in seeing if you were aware of the way HashMap works (the fact for example that the default constructor create and array of 16 buckets for Map entry, the fact that the sizes of the objects stored in the HashMap do not affect the HashMap size since it only store the references)."
6160485,2,1,13,java.util.HashMap,In fact discarding one reference to the HashMap might not free any memory at all.
6216752,2,0,4,java.util.HashMap,HashMap doesn't have a 0index and it doesn't have a String[] You cannot do what you ask because it doesn't make sense.
6227463,2,0,1,java.util.HashMap,"By your argument, java.util.HashMap does not go in the manifest, and both java.util.HashMap and any implementation of Activity all derive from Object, so therefore you do not need to put your activities in the manifest."
6324416,2,0,0,java.util.HashMap,When you use getProperty Properties class lookup in default property and return value from it if Properties HashMap doesn't contain value.
6553115,2,0,2,java.util.HashMap,"If you are talking about the Hashtable and HashMap included with the Java SDK, there is definitely a performance difference, as HashMap doesn't have to use the synchronized blocks, which have an overhead."
6604112,2,0,2,java.util.HashMap,"The HashMap does not know anything about your new method, it will simply call the original one for comparing your key object in the map with the query key (after finding one with matching hashCode)."
6703877,2,1,3,java.util.HashMap,"The JSON structure doesn't match ArrayList<HashMap<String, Child>>."
6835808,2,1,5,java.util.HashMap,The second is not possible because a HashMap is not a Fruit.
6996241,2,0,1,java.util.HashMap,HashMap does not keep order in which we put data into it.So You may follow LinkedHashMap instead.It keeps the order in which we put data.LinkedHashMap can be used same as HashMap.
7115485,2,0,2,java.util.HashMap,"First, I'm assuming that your HashMap will not grow beyond 100; if it does, you should leave the load-factor as it is."
8074022,2,0,1,java.util.HashMap,"If you were to try to access an element directly, lets say ls.get(0)y you would receive a ClassCastException: java.util.HashMap cannot be cast to ProductInfo."
7122536,2,1,2,java.util.HashMap,"Next: the actual implementation of HashMap is not prescribed by the Java standard, so it may (and will) vary depending on which JVM you use."
12274787,2,0,2,java.util.HashMap,"As answered by ""Snicolas"", your problem is that the HashMap is not populated by the time its being used."
7414975,2,0,0,java.util.HashMap,"You can get the values(), as a Collection, and you can sort that any way you like, but it doesn't sort the HashMap itself."
7414975,2,0,0,java.util.HashMap,"It isn't defined to do anything differently, especially as you haven't sorted the HashMap at all."
7565166,2,0,1,java.util.HashMap,"HashSet and HashMap aren't designed to be thread-safe - if you're going to access your set from multiple threads, you should use synchronization to prevent concurrent access."
7786718,2,0,1,java.util.HashMap,"It's not quite clear to me what you mean with ""element at the first index of a Hashtable"", however, since the order of elements in a Hashtable  or HashMap is not guaranteed."
7790999,2,0,1,java.util.HashMap,"Without synchronized your code would have 2 problems:  HashMap is not thread-safe, it should not be used from multiple threads without synchronization."
7856407,2,1,11,java.util.HashMap,"Second problem is concurrency, HashMap is not thread safe."
7861158,2,0,5,java.util.HashMap,HashMap does not preserve insertion order nor does it sort the map.
7960042,2,0,1,java.util.HashMap,So a HashMap is not an option for random access.
7975907,2,0,15,java.util.HashMap,The entries of a HashMap are not ordered.
8003399,2,0,0,java.util.HashMap,"Even before generics were introduced, things like HashSet and HashMap couldn't store primitives."
8033760,2,1,8,java.util.HashMap,"Also: HashMap doesn't produce a ""unique hash code"": it simply stores all elements with the same hash code in the same bucket (in a linked list) and checks every one of them using equals() if it has to retrieve one of those."
8046485,2,1,2,java.util.HashMap,"If you don't want to frequently access the values based on the key, you shouldn't use HashMap."
8203449,2,0,1,java.util.HashMap,"A HashMap won't keep the order of the words; if you do need to maintain the order, you can use a LinkedHashMap."
8226683,2,0,3,java.util.HashMap,"However, you can't use HashMap to create one, because the map would have to be a SortedMap."
8229494,2,0,3,java.util.HashMap,"A standard Java HashMap cannot store multiple values per key, any new entry you add will overwrite the previous one."
8266944,2,1,5,java.util.HashMap,This is usually done (in some cases) when lets say for some reason you decide that HashMap isn't what you want and you want to use TreeMap instead but in all of your code there's HashMap parameters and changing those can be a pain.
8342927,2,0,0,java.util.HashMap,"HashMap is not synchronized, so you have to add your logic or use a synchronized collection."
8426175,2,0,1,java.util.HashMap,"HashMap is not synchronized, which I'm guessing you don't need here, since everything should be done on a single thread for your UI anyway."
8455048,2,0,2,java.util.HashMap,java.util.HashMap is not ordered collection.
8455073,2,0,1,java.util.HashMap,"HashMap is not neither sorted nor order, you can use TreeMap."
8464783,2,0,0,java.util.HashMap,"A HashMap does not maintain an order, so it can't be sorted."
8532421,2,0,0,java.util.HashMap,"HashMap is not thread-safe, but assuming you never publish instance a nor its two hash maps outside foo(), then all three are confined to one thread and need not be thread-safe."
8543981,2,0,3,java.util.HashMap,(The registry has to be a class maintaining a HashMap - it cannot be a HashMap.).
8605392,2,0,0,java.util.HashMap,"HashMap is not synchronized, so yes, you will probably get in trouble."
8605653,2,0,1,java.util.HashMap,HashMap isn't thread-safe and doesn't do any locking.
8605399,2,0,5,java.util.HashMap,"Note that the standard HashMap is not itself protected in any way, so only your locking code (which you haven't posted) can cause a deadlock."
8634648,2,1,7,java.util.HashMap,HashMap cannot store multiple values for the same key.
8634702,2,0,1,java.util.HashMap,"Java's HashMap does not do chaining, as the documentation for put(K, V) clearly states:  public V put(K key, V value) Associates the specified value with the specified key in this map."
8770045,2,1,0,java.util.HashMap,Your problem is that HashMap does not preserve insertion/iteration order when it is converted into an ArrayList to return from your method.
8870950,2,0,1,java.util.HashMap,HashMap should not appear in your UML model anyway.
8877221,2,0,1,java.util.HashMap,"The main difference is that HashTable is synchronized internally, while HashMap is not."
8947602,2,0,1,java.util.HashMap,You cannot modify a HashMap while iterating through it.
9007448,2,1,8,java.util.HashMap,"HashMap) don't intrinsically support prefix lookups, so for those you'll have to iterate over all keys."
9008209,2,0,1,java.util.HashMap,"The put method in HashMap returns the previous value associated with the key, it doesn't return the HashMap itself."
9047157,2,0,2,java.util.HashMap,HashMap doesn't provide any ordering when you iterate over it (or even guarantee that the order will stay the same if you loop multiple times).
9047167,2,0,0,java.util.HashMap,HashMap doesn't define the order of iteration over the elements.
9087998,2,0,0,java.util.HashMap,If you read the openjdk source code (it's open source) you'd find that HashMap does not create threads.
9153795,2,0,4,java.util.HashMap,The modern class – HashMap – is not synchronized.
9293283,2,0,0,java.util.HashMap,Now suppose the exact type is in fact TreeMap: it makes sense that you cannot put an HashMap into this list.
9450336,2,1,1,java.util.HashMap,"The answer (thanks, Dimitri) is that the HashMap doesn't guarantee its serialization ordering, so serialized-hash->deserialize->object-hash->serialize->serialized-hash may result in the second serialized hash being a different byte stream than the first."
9353418,2,0,0,java.util.HashMap,"HashMap is not thread-safe, but ConcurrentHashMap is."
9463311,2,0,2,java.util.HashMap,HashMap is not synchronized by default.
9532565,2,0,1,java.util.HashMap,The keys of a HashMap don't have a predictable order.
9544013,2,0,3,java.util.HashMap,java.util.HashMap does not allow you to map multiple values to a single key.
9558872,2,1,4,java.util.HashMap,a) A HashMap doesn't preserve insertion order.
9597641,2,0,0,java.util.HashMap,"Choosing between the two, goes down to this,  access to the Hashtable is synchronized on the table while  HashMap isn't."
9626170,2,0,0,java.util.HashMap,"As HashMap doesn't guarantee any order so copying a HashMap can result in a different order, meaning the sum of values will be different."
9773812,2,1,6,java.util.HashMap,"Btw, this only works since HashMap is not final."
9823952,2,1,6,java.util.HashMap,HashMap doesn't guarantee that the insertion-order is preserved.
9823954,2,0,1,java.util.HashMap,HashMap doesn't guarantee the order in which items are returned.
10164659,2,0,2,java.util.HashMap,"Additionally, the method eclipse generates results in a more irregular hashcode, which in theory means there is a lower likelihood of hashtables degenerating and having poor performance, but in practice that probably won't matter since java.util.HashMap uses an auxiallary hash function to scramble the hashcode before using it."
10178403,2,1,11,java.util.HashMap,I suspect your first subclass simply doesn't import java.util.HashMap.
10206316,2,0,2,java.util.HashMap,HashMap is not guarenteed to be fail safe.
10317047,2,0,1,java.util.HashMap,"When you put them into the HashMap they will not retain their order, as a HashMap is not an ordered map."
10319308,2,0,0,java.util.HashMap,"HashMap doesn't guarantee any order, so you shouldn't rely on that, because the could change it with new releases without any notice."
10371285,2,0,2,java.util.HashMap,"You can't use HashMap or HashTable or any other existing class that I'm aware of ... because they all deal the collisions, etc, for you."
10596150,2,0,26,java.util.HashMap,best approach to acheive iteration of hashmap in reverse order  HashMap does not define any particular ordering of its element.
10596173,2,0,6,java.util.HashMap,A HashMap doesn't maintain eny order between keys.
28811708,2,0,2,java.util.HashMap,This happens because HashMap doesn't append the new element at the tail instead it appends the new element at the head.
10659150,2,1,5,java.util.HashMap,A HashMap is not ordered or sorted.
10710256,2,0,0,java.util.HashMap,However there are two problems with this approach:  HashMap doesn't allow you to specify a custom hash function.
10919991,2,0,1,java.util.HashMap,You should also override hashCode otherwise it won't work as HashMap (as the name suggests) equates equality based on a collection of hashes.
10973553,2,1,12,java.util.HashMap,The key difference between the two is that access to the Hashtable is synchronized on the table while access to the HashMap isn't.
11088016,2,0,0,java.util.HashMap,"As you scan the array, if the value isn't in the HashMap, add it w/ a new collection of the index."
11096581,2,0,2,java.util.HashMap,"See this blog post: http://weblogs.java.net/blog/jitu/archive/2010/02/19/jax-ws-cdi-java-ee-6-0 (but don't use @SessionScoped, use @Singleton) Some other points:  HashMap isn't thread-safe, you need ConcurrentHashMap."
11185473,2,0,1,java.util.HashMap,"Also, notice that a HashMap will not use equals for comparison, but rather hashCode, and that a TreeSet, for instance, will use the Comparable interface methods."
11230665,2,0,5,java.util.HashMap,HashMap is not thread safe so you need to introduce some form of synchronization if you need to share a HashMap accross threads.
11246812,2,1,10,java.util.HashMap,"HashMap does not implement your interface IParams, so you cannot cast a HashMap to an IParams."
11246812,2,1,10,java.util.HashMap,"Ofcourse, someMethod doesn't exist in HashMap."
11378016,2,1,9,java.util.HashMap,"Just because two objects have the same hash code doesn't mean HashMap assumes they're the same -- indeed, if that was the case, that would be really, really bad."
11498129,2,0,3,java.util.HashMap,If you don't want a HashMap as the super class then change it to whatever concrete class you want.
11519118,2,1,1,java.util.HashMap,Note that HashMap is not immutable like NSDictionary.
11526293,2,1,1,java.util.HashMap,You can't create a HashMap using generics wild cards.
11536648,2,0,1,java.util.HashMap,"if the hashCode of an object used in a HashMap was not the same during a run of your application, the HashMap would not be able to retrieve the key consistently."
11577247,2,0,0,java.util.HashMap,"The overhead of 1000 objects in a HashMap isn't even worth worrying about in any event: if they are 256mb each in total, even less so."
12183191,2,0,2,java.util.HashMap,HashMap is not a sorted or sortable collection.
12229625,2,0,3,java.util.HashMap,"If you want sorted map, HashMap isn't the best approach."
16886136,2,1,1,java.util.HashMap,"You can't return HashMap, you need to create a wrapper for it."
12395237,2,1,5,java.util.HashMap,Putting the list in the HashMap does not make a copy of the list.
12444111,2,0,0,java.util.HashMap,HashMap is not thread safe.
12563168,2,0,2,java.util.HashMap,Concurent version of HashMap doesn't magically solve all problems with thread-safety as it may seem.
12595204,2,0,0,java.util.HashMap,HashMap is not Comparable.
12595206,2,1,4,java.util.HashMap,This list contains list HashMap And HashMap does not implements Comparable.
12595206,2,1,4,java.util.HashMap,that is why it populate java.lang.ClassCastException: java.util.HashMap cannot be cast to java.lang.Comparable
12595256,2,0,1,java.util.HashMap,"Yes, Because  java.util.Collections.sort(arList); arList contains the HashMap hashList = new HashMap(); unfortunately hashMap did not implement the Comparable or Comparator interface."
12595163,2,0,1,java.util.HashMap,HashMap doesn't implement Comparable interface.
12595169,2,0,1,java.util.HashMap,"If you want to sort List<HashMap>, you need to have a Comparator to sort.. You cannot sort it using natural ordering.. Because your HashMap does not implement Comparable interface.. You can only compare two instances if they are comparable.. *EDIT: - Well, I think you will need two Comparators here.. One for your List and one for your HashMap inside the List.."
12595177,2,0,1,java.util.HashMap,HashMap does not implement the Comparable interface (http://docs.oracle.com/javase/6/docs/api/).
12595192,2,0,1,java.util.HashMap,"For something to be sorted, it must implement the Comparable interface, which is something which the HashMap does not."
12599720,2,0,1,java.util.HashMap,java.util.HashMap does not implement java.util.List
12612438,2,1,2,java.util.HashMap,Also note that a HashMap wouldn't be appropriate for a CardLayout as it needs to preserve the order of the cards so that you can use first/next/previous etc.
12613820,2,1,0,java.util.HashMap,"But, in any case HashMap is not a proper choice for you."
12660610,2,0,0,java.util.HashMap,Storing all users in one huge HashMap won't scale (sooner or later you'll have to cluster your application).
12707838,2,0,0,java.util.HashMap,"You cannot sort a HashMap, it has no order."
12770199,2,0,3,java.util.HashMap,"But you couldn't use HashMap, you'd need TreeMap or something, which might negate any memory performance benefits (and your keys would need to implement Comparable)."
12779122,2,1,2,java.util.HashMap,Firstly HashMap isn't really an appropriate choice.
12831628,2,0,1,java.util.HashMap,"(""address"",""<addr>""), (""name"",""<name>"") HashMap is not thread safe.."
12854241,2,0,3,java.util.HashMap,"You can't, because HashMap is fundamentally unordered (or at least, the ordering is unstable and unhelpful)."
12854250,2,0,4,java.util.HashMap,HashMap is not sorted you should use a SortedMap implementation instead for example TreeMap.
12919770,2,1,6,java.util.HashMap,"You can't sort a Map by the values, especially not a HashMap, which can't be sorted at all."
12940794,2,0,14,java.util.HashMap,"ie recent entry will be in HashMap Understanding Link between HashMap and HashSet: Remember, HashMap can not have duplicate keys."
12940794,2,0,14,java.util.HashMap,"Now when you try to insert another duplicate object in the same HashSet, it will again be attempted to be inserted as key in the HashMap lying underneath,however, HashMap does not support /contain duplicate."
13086503,2,1,13,java.util.HashMap,"HashMap is not a sorted or ordered Map implementation, so there isn't a ""position"" here."
13130626,2,0,1,java.util.HashMap,"If simply storing keywords and phrases linked in a HashMap isn't enough, I'd suggest going over to using an inverted index of phrases."
13163596,2,0,2,java.util.HashMap,"HashMap don't allow duplicate keys, so there is no way to have more than one SAME key-value pairs in your map."
13177489,2,0,11,java.util.HashMap,The HashMap won't notice that the hashcode of a key has changed.
13222814,2,0,0,java.util.HashMap,"As for your storage question, I wouldn't use a HashMap at all."
13400280,2,0,1,java.util.HashMap,A HashMap will not work for mapping ranges to values unless you find a way to generate a hashcode for ranges and single values in there that matches.
13495337,2,0,2,java.util.HashMap,"If this is an option, each thread can have its own HashMap which doesn't need to be thread safe provided it is only used by one thread."
13513805,2,0,1,java.util.HashMap,"The HashMap does not guarantee order:  This class makes no guarantees as to the order of the map; in   particular, it does not guarantee that the order will remain constant   over time."
13573188,2,1,1,java.util.HashMap,"In other words, even if a.hashCode() == b.hashCode(), if !a.equals(b), then a HashMap will not mix up the value associated with a and the value associated with b."
13696097,2,1,18,java.util.HashMap,"To the contrary of what many people think, the main issue with multi-threading and HashMaps is not just a duplicate entry or a vanishing one... As you said, an infinite loop might occur when two or multiple Threads concurrently decide to resize the HashMap."
13714757,2,0,3,java.util.HashMap,You will notice that java.util.HashMap does not actually throw it!
13849753,2,0,0,java.util.HashMap,"I wouldn't use a HashMap here, I would use an EnumMap Then, in the code of your enum, you could put all the implementations as methods of the various enum subclasses."
13870423,2,1,1,java.util.HashMap,Also note that HashMap is not thread safe - unless you add some form of synchronization when accessing the map from your threads it could yield surprising results.
13871368,2,0,4,java.util.HashMap,"The map should be passed as a Map, not a HashMap unless HashMap is explicitly needed (which for the case of HashMap is not going to be the case)."
13898977,2,0,2,java.util.HashMap,You are using a HashMap that doesn't gaurante the ordering of elements.
13939983,2,0,1,java.util.HashMap,"At first I was thinking ""you need a HashMap"" then I thought that you probably don't need a HashMap."
14053105,2,1,2,java.util.HashMap,"1), but then you can see the HashMap can't do anything but dump all entries in one bucket, and performance is consequently impacted."
14154633,2,0,1,java.util.HashMap,"An HashMap does not have any name nor id fields, instead it have keys and values fields."
14324142,2,0,5,java.util.HashMap,"), then you can just use int since a HashMap can't be any bigger than Integer.MAX_VALUE anyway."
14376264,2,0,3,java.util.HashMap,"HashMap is not ordered or sorted, use LinkedHashMap if you care about insertion order, or use TreeMap if you care about natural order."
14397379,2,0,0,java.util.HashMap,This means that the HashMap does not need to recalculate hashcodes when looking up objects with this key.
14476835,2,1,1,java.util.HashMap,"You can't sort a HashMap, but you can get a sorted Array (or a List) of the keys."
14519740,2,1,4,java.util.HashMap,HashMap does not sort its elements into any order.
14899571,2,1,2,java.util.HashMap,"HashMap doesn't do the job for your case, rather TreeMap can help."
14899964,2,0,0,java.util.HashMap,"While HashMap does not specify the order of elements, TreeMap does."
15050173,2,0,0,java.util.HashMap,A HashMap is not the best way to represent edges since graph traversal is not optimal.
15152090,2,0,3,java.util.HashMap,the standard java HashMap is not synchronized.
15171852,2,0,2,java.util.HashMap,HashMap does not maintain order.
15171878,2,0,0,java.util.HashMap,"Note, that because HashMap does not remember which order elements were added in, ""first element"" does not necessary mean ""first added""."
15253653,2,0,0,java.util.HashMap,Now you'll see some red underlines where your class doesn't implement the (HashMap) method.
15318484,2,0,2,java.util.HashMap,"You (the HashMap) don't know that it has changed, so you don't know to update its location, so the next time someone tries to look up that key, you won't find it."
15351182,2,1,2,java.util.HashMap,Most normal initializations of HashMap shouldn't create memory issues.
